StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Consent,Age,Gender,Gender_3_TEXT,Race,Race_8_TEXT,Education,Party,Party_8_TEXT,PartyRep,PartyDem,PartyLean,PO,POLib,POCon,POLean,Voter1Dem,Voter1Sup,Voter1Fair,Voter1GovParty,Voter1Party,Election1Dem,Election1Sup,Election1Fair,Election1GovParty,Election1Party,ATTN,Compromise1Dem,Compromise1Sup,Compromise1Fair,Compromis1GovParty,Compromise1Party,ImportanceRank_1,ImportanceRank_2,ImportanceRank_3,ImportanceRank_4,ImportanceRank_5,ImportanceRank_6,ImportanceRank_7,ImportanceRank_8,ImportanceRank_9,ImportanceRank_10,ImportanceRank_DO,MC_MIP,MC_LIP,MC_Environment,MC_Abortion,MC_Unemployment,MC_Immigration,MC_Healthcare,MC_Education,MC_Gun,MC_Trade,MC_Inflation,MC_Democracy,FeelingTherm_1,FeelingTherm_2,Meta_Ingroup _1,Meta_Ingroup _2,Meta_Ingroup _3,Meta_Ingroup _4,Meta_Ingroup _5,Meta_Ingroup _DO,Meta_Outgroup _1,Meta_Outgroup _2,Meta_Outgroup _3,Meta_Outgroup _4,Meta_Outgroup _5,Meta_Outgroup _DO,Any_Else,BotCheck,Party,Inparty,Outparty,Group,VLoser,EWinner,CompromiseGov,CompromiseLeg,First,mip,lip,FL_77_DO,FL_83_DO,FL_107_DO,FL_73_DO,FL_112_DO,FL_120_DO,FL_115_DO,Voter1_DO,Election1_DO,Compromise1_DO,MOP_DO,MoralizedIdentity_DO
1/11/24 11:55,1/11/24 12:00,0,100,291,1,1/11/24 12:00,0.899999976,1,41,1,,1,,5,2,,,-4,,1,-4,,,-3,-3,-3,1,1,0,-3,-3,0,0,3,-3,-3,-3,1,1,1,3,6,10,2,4,8,7,9,5,3|2|5|6|4|9|1|10|8|7,4,0,,4,0,,,,,,,,30,5,3,1,1,4,5,3|2|5|4|1,1,1,1,5,5,1|3|2|5|4,No thank you,John Carpenter's The Thing,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,MOP,The environment,Illegal immigration,,FL_85,FL_108,,,FL_121|MoralizedIdentity,Voter1|Compromise1|Election1,Voter1|Voter1Party|Voter1Dem|Voter1GovParty|Voter1Fair|Voter1Sup,Election1N|Election1GovParty|Election1Fair|ATTN|Election1Party|Election1Sup|Election1Dem,Compromise1|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromise1Party|Compromis1GovParty,MC_Unemployment|MC_MIP|MC_Abortion|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:56,1/11/24 12:00,0,100,233,1,1/11/24 12:00,1,1,40,2,,5,,5,2,,,-3,,1,-3,,,-3,-3,-3,1,1,-2,-2,-3,-1,-1,3,-3,0,0,0,0,5,7,1,3,2,6,4,10,8,9,7|5|4|1|2|6|3|9|10|8,3,0,,1,,,,3,,,,,71,18,3,3,3,3,3,5|1|2|4|3,1,1,1,1,1,2|1|5|3|4,,None,Democrat,Democrat,Republican,4,Democrat,Democrat,,,MOP,Unemployment,Free trade agreements,,FL_87,FL_108,,,FL_121|MoralizedIdentity,Voter1|Compromise1|Election1,Voter1|Voter1Party|Voter1GovParty|Voter1Fair|Voter1Sup|Voter1Dem,Election1|Election1Fair|Election1GovParty|ATTN|Election1Dem|Election1Sup|Election1Party,Compromise1N|Compromise1Dem|Compromis1GovParty|Compromise1Fair|Compromise1Party|Compromise1Sup,MC_Education|MC_MIP|MC_Abortion|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:00,1/11/24 11:04,0,99,206,0,1/11/24 12:00,1,1,34,2,,1,,2,2,,,-3,,2,,3,,0,0,0,0,0,0,-2,-2,0,0,3,0,0,0,0,0,10,6,8,5,2,4,1,7,3,9,7|6|2|9|4|8|3|10|1|5,2,2,,,,,,2,,2,,,79,55,3,3,3,3,3,1|5|4|2|3,1,1,1,1,1,5|4|2|1|3,No,Up,Democrat,Democrat,Republican,1,Republican,Republican,,,MOP,Gun control,The environment,,FL_84,FL_108,,,FL_121|MoralizedIdentity,Election1|Voter1|Compromise1,Voter1|Voter1Sup|Voter1Party|Voter1GovParty|Voter1Dem|Voter1Fair,Election1|Election1GovParty|Election1Fair|ATTN|Election1Party|Election1Sup|Election1Dem,Compromise1N|Compromise1Fair|Compromise1Dem|Compromise1Sup|Compromis1GovParty|Compromise1Party,MC_Education|MC_MIP|MC_Trade|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:12,1/11/24 12:01,0,100,2937,1,1/11/24 12:01,0.899999976,1,31,2,,2,,5,2,,,-4,,1,-3,,,0,0,0,0,0,-3,-3,-3,-1,-1,3,-3,-3,-3,1,-1,9,8,4,7,2,5,6,10,3,1,3|6|4|2|7|8|5|9|1|10,4,2,,,,,4,4,,,,,80,50,4,4,4,4,4,2|1|3|4|5,4,4,4,4,4,1|2|4|5|3,none,American Sniper,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,MOP,Democracy,Free trade agreements,,FL_88,FL_108,,,MoralizedIdentity|FL_121,Election1|Compromise1|Voter1,Voter1N|Voter1Party|Voter1Fair|Voter1Sup|Voter1GovParty|Voter1Dem,Election1|Election1Sup|Election1Fair|ATTN|Election1Dem|Election1Party|Election1GovParty,Compromise1|Compromise1Party|Compromis1GovParty|Compromise1Fair|Compromise1Dem|Compromise1Sup,MC_Healthcare|MC_LIP|MC_Education|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:54,1/11/24 12:03,0,100,532,1,1/11/24 12:03,1,1,73,2,,1,,6,2,,,-4,,1,-4,,,-3,-3,-3,1,1,-1,-1,-2,-1,0,3,-3,-3,-3,1,1,4,2,6,8,5,9,3,10,7,1,1|10|3|2|9|7|4|6|8|5,4,1,,,,,,4,4,,,,100,0,5,5,5,5,5,3|4|1|2|5,5,5,4,5,5,2|3|5|4|1,,The Turning Point,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,Dem,Democracy,Free trade agreements,,FL_88,FL_109,Compromise1|Election1|Voter1,MoralizedIdentity|FL_111,,,Voter1N|Voter1Sup|Voter1Fair|Voter1Dem|Voter1Party|Voter1GovParty,Election1|Election1Party|Election1Dem|ATTN|Election1GovParty|Election1Fair|Election1Sup,Compromise1|Compromise1Dem|Compromise1Party|Compromise1Sup|Compromise1Fair|Compromis1GovParty,MC_Gun|MC_LIP|MC_Education|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:03,1/11/24 11:12,0,96,541,0,1/11/24 12:03,0.899999976,1,38,2,,1,,5,2,,,-3,,1,-3,,,-2,-2,-1,1,1,-3,-2,-3,-1,-1,3,-1,-2,-1,1,0,4,5,8,7,3,2,1,9,10,6,1|3|7|8|10|5|2|6|4|9,3,0,4,,0,,,,,,,,91,30,3,3,3,3,3,2|3|1|5|4,3,3,3,3,3,4|2|5|1|3,,,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,MOP,Gun control,Inflation,,FL_88,FL_108,,,FL_121|MoralizedIdentity,Voter1|Election1|Compromise1,Voter1N|Voter1Sup|Voter1GovParty|Voter1Fair|Voter1Dem|Voter1Party,Election1|Election1Dem|Election1Sup|ATTN|Election1Party|Election1GovParty|Election1Fair,Compromise1|Compromis1GovParty|Compromise1Party|Compromise1Dem|Compromise1Sup|Compromise1Fair,MC_Environment|MC_MIP|MC_Unemployment|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:49,1/11/24 12:04,0,100,911,1,1/11/24 12:04,0.899999976,1,33,2,,1,,3,2,,,-3,,1,-3,,,-3,-3,-3,1,1,-1,-1,0,1,-1,3,-2,-3,-2,1,0,6,2,3,10,1,5,4,9,7,8,2|3|1|9|5|8|6|7|4|10,4,3,3,,4,,,,,,,,75,1,3,3,3,3,4,5|4|2|1|3,3,3,3,5,4,4|3|5|2|1,,The Fifth Element,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,MOP,Health care,Illegal immigration,,FL_88,FL_108,,,MoralizedIdentity|FL_121,Compromise1|Voter1|Election1,Voter1N|Voter1Dem|Voter1Party|Voter1Fair|Voter1GovParty|Voter1Sup,Election1|Election1Dem|Election1Sup|ATTN|Election1Fair|Election1Party|Election1GovParty,Compromise1|Compromise1Sup|Compromise1Dem|Compromise1Fair|Compromis1GovParty|Compromise1Party,MC_Environment|MC_MIP|MC_Unemployment|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:58,1/11/24 12:04,0,100,363,1,1/11/24 12:04,1,1,52,2,,1,,3,2,,,-4,,1,-4,,,-2,-3,-2,1,1,-1,-2,-2,-1,-1,3,-3,-3,-3,1,0,1,3,6,9,2,7,8,10,5,4,1|10|6|4|9|8|7|5|2|3,4,2,,,,4,,,4,,,,61,10,4,4,4,4,4,4|2|3|1|5,4,4,4,5,4,4|3|1|2|5,,Fried Green Tomatoes,Democrat,Democrat,Republican,5,,Democrat,Republican,Democrat,Dem,The environment,Free trade agreements,,FL_88,FL_109,Compromise1|Election1|Voter1,MoralizedIdentity|FL_111,,,Voter1N|Voter1GovParty|Voter1Party|Voter1Sup|Voter1Dem|Voter1Fair,Election1|Election1Dem|Election1Fair|ATTN|Election1Sup|Election1Party|Election1GovParty,Compromise1|Compromise1Party|Compromise1Fair|Compromise1Sup|Compromise1Dem|Compromis1GovParty,MC_Gun|MC_MIP|MC_Immigration|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:59,1/11/24 12:04,0,100,320,1,1/11/24 12:04,0.899999976,1,53,1,,1,,5,2,,,-2,,2,,2,,3,3,3,-1,-1,-3,-3,-3,1,1,3,-3,-3,-3,1,1,8,5,6,10,3,4,1,9,7,2,6|7|9|10|2|8|3|1|5|4,4,1,,0,,,,1,,,,,60,10,3,3,2,4,4,2|1|3|5|4,2,2,3,5,5,4|5|2|3|1,none,star wars,Democrat,Democrat,Republican,1,Republican,Republican,,,Dem,Gun control,Illegal immigration,,FL_84,FL_109,Voter1|Compromise1|Election1,FL_111|MoralizedIdentity,,,Voter1|Voter1Sup|Voter1Fair|Voter1Party|Voter1GovParty|Voter1Dem,Election1|Election1Party|Election1Fair|ATTN|Election1Sup|Election1GovParty|Election1Dem,Compromise1N|Compromise1Sup|Compromise1Dem|Compromis1GovParty|Compromise1Fair|Compromise1Party,MC_Education|MC_LIP|MC_Abortion|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 12:00,1/11/24 12:05,0,100,320,1,1/11/24 12:06,1,1,42,1,,1,,3,2,,,-3,,1,-2,,,-2,-3,-3,1,1,-3,-3,-3,-1,-1,3,0,0,0,0,0,4,9,5,10,1,3,2,6,8,7,8|2|9|1|6|7|4|10|5|3,4,4,,,,,,,3,,3,,82,63,3,3,3,4,3,1|3|5|4|2,2,2,2,2,2,4|3|2|5|1,N/A,Top Gun,Democrat,Democrat,Republican,4,Democrat,Democrat,,,Dem,Health care,Illegal immigration,,FL_87,FL_109,Voter1|Election1|Compromise1,FL_111|MoralizedIdentity,,,Voter1|Voter1Sup|Voter1Dem|Voter1GovParty|Voter1Fair|Voter1Party,Election1|Election1Sup|Election1Party|ATTN|Election1GovParty|Election1Fair|Election1Dem,Compromise1N|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromis1GovParty,MC_Gun|MC_MIP|MC_Inflation|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:53,1/11/24 12:06,0,100,775,1,1/11/24 12:06,1,1,36,1,,1,,3,2,,,-4,,1,-3,,,-2,-2,-1,-1,-1,-2,-2,-1,1,1,3,-1,-2,-2,1,1,4,3,7,8,1,2,5,10,9,6,8|2|4|6|3|5|9|10|1|7,4,0,,,1,,,3,,,,,75,25,5,5,5,5,5,4|1|3|5|2,5,5,5,5,5,5|3|4|2|1,No.,Office Space,Democrat,Democrat,Republican,1,Republican,Republican,,,MOP,Health care,Free trade agreements,,FL_84,FL_108,,,FL_121|MoralizedIdentity,Voter1|Election1|Compromise1,Voter1|Voter1Dem|Voter1Sup|Voter1Fair|Voter1GovParty|Voter1Party,Election1|Election1Fair|Election1Sup|ATTN|Election1Dem|Election1Party|Election1GovParty,Compromise1N|Compromise1Dem|Compromise1Sup|Compromise1Fair|Compromise1Party|Compromis1GovParty,MC_Unemployment|MC_LIP|MC_Education|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:54,1/11/24 12:06,0,100,754,1,1/11/24 12:06,0.899999976,1,60,1,,1,,5,2,,,-4,,1,-4,,,-3,-3,-3,1,1,-3,-3,-3,1,1,3,-3,-3,-3,-1,1,3,7,6,8,2,9,5,10,1,4,3|2|10|4|6|9|1|7|8|5,4,3,,,4,,,,,,,4,100,0,5,5,5,5,5,1|2|4|3|5,1,1,1,1,5,1|5|3|2|4,No,Jaws,Democrat,Democrat,Republican,3,Democrat,,Democrat,Republican,MOP,Inflation,Free trade agreements,,FL_86,FL_108,,,MoralizedIdentity|FL_121,Election1|Compromise1|Voter1,Voter1|Voter1GovParty|Voter1Fair|Voter1Sup|Voter1Party|Voter1Dem,Election1N|Election1Sup|Election1Fair|ATTN|Election1Party|Election1GovParty|Election1Dem,Compromise1|Compromis1GovParty|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup,MC_Unemployment|MC_LIP|MC_Democracy|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:57,1/11/24 12:07,0,100,616,1,1/11/24 12:07,1,1,33,1,,5,,5,2,,,-2,,1,-2,,,-3,-3,-3,-1,-1,2,2,2,-1,1,3,-3,-3,-3,1,1,3,1,10,4,5,7,6,2,9,8,8|10|3|5|7|2|1|6|4|9,2,1,1,,,,,,,2,,,50,0,2,2,2,2,2,4|3|2|1|5,2,3,2,3,3,1|4|2|5|3,,Godzilla,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,Abortion,Unemployment,,FL_85,FL_109,Election1|Voter1|Compromise1,MoralizedIdentity|FL_111,,,Voter1|Voter1Dem|Voter1Party|Voter1GovParty|Voter1Fair|Voter1Sup,Election1N|Election1GovParty|Election1Party|ATTN|Election1Fair|Election1Dem|Election1Sup,Compromise1|Compromis1GovParty|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup,MC_Environment|MC_LIP|MC_Trade|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:08,1/11/24 11:16,0,99,464,0,1/11/24 12:08,0.899999976,1,24,1,,4,,2,3,,,,-1,1,-3,,,-3,-3,-3,0,0,-3,-3,-2,1,1,3,-3,-3,-3,1,1,7,6,3,1,4,5,10,8,9,2,10|1|3|8|6|4|9|5|7|2,4,0,,4,,,,,,,1,,91,20,5,5,5,5,5,2|4|5|1|3,2,1,2,4,3,3|5|2|4|1,great survey please send more,super troopers,Democrat,Democrat,Republican,6,,Republican,Democrat,Republican,Dem,Illegal immigration,Gun control,,FL_89,FL_109,Election1|Compromise1|Voter1,MoralizedIdentity|FL_111,,,Voter1N|Voter1Party|Voter1Sup|Voter1Dem|Voter1Fair|Voter1GovParty,Election1|Election1GovParty|Election1Dem|ATTN|Election1Fair|Election1Party|Election1Sup,Compromise1|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromis1GovParty,MC_Abortion|MC_LIP|MC_Inflation|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:02,1/11/24 12:08,0,100,405,1,1/11/24 12:08,1,1,55,2,,5,,5,2,,,-3,,1,-4,,,-3,-3,-3,1,1,-3,-3,-3,1,1,3,-3,-2,-2,-1,1,8,7,3,9,2,6,1,10,4,5,9|2|3|4|7|1|10|6|8|5,4,2,4,,,,,,,,,3,66,40,5,4,4,4,4,2|4|5|3|1,4,2,2,4,3,3|2|5|4|1,N/A,Star Wars,Democrat,Democrat,Republican,3,Democrat,,Democrat,Republican,Dem,Gun control,Free trade agreements,,FL_86,FL_109,Compromise1|Voter1|Election1,FL_111|MoralizedIdentity,,,Voter1|Voter1GovParty|Voter1Fair|Voter1Party|Voter1Sup|Voter1Dem,Election1N|Election1Party|Election1Sup|ATTN|Election1Fair|Election1GovParty|Election1Dem,Compromise1|Compromise1Fair|Compromise1Dem|Compromise1Party|Compromis1GovParty|Compromise1Sup,MC_Democracy|MC_MIP|MC_Environment|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 12:00,1/11/24 12:09,0,100,492,1,1/11/24 12:09,1,1,22,2,,5,,5,3,,,,-1,1,-2,,,3,-3,-3,-1,-1,0,-3,-2,0,0,3,-3,-3,-3,1,1,1,5,2,10,9,4,3,8,6,7,7|8|1|6|10|3|5|2|9|4,2,2,,,,,,,3,,1,,77,29,3,1,1,3,3,5|4|1|2|3,3,1,1,3,4,2|3|5|4|1,,la la land,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,The environment,Illegal immigration,,FL_85,FL_109,Election1|Voter1|Compromise1,MoralizedIdentity|FL_111,,,Voter1|Voter1Dem|Voter1Party|Voter1Fair|Voter1GovParty|Voter1Sup,Election1N|Election1Sup|Election1Dem|ATTN|Election1GovParty|Election1Fair|Election1Party,Compromise1|Compromise1Sup|Compromise1Dem|Compromis1GovParty|Compromise1Fair|Compromise1Party,MC_Gun|MC_LIP|MC_Inflation|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 12:05,1/11/24 12:10,0,100,292,1,1/11/24 12:10,0.899999976,1,36,1,,1,,6,2,,,-3,,1,-3,,,-2,-2,-2,0,-1,-2,-2,-1,1,1,3,-2,-2,-2,1,1,7,3,4,10,6,5,9,8,2,1,8|9|7|6|1|10|4|2|5|3,4,3,,4,,,,4,,,,,80,19,4,4,3,3,2,4|5|1|2|3,4,4,4,4,4,4|3|5|1|2,,the rock,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,Democracy,Illegal immigration,,FL_85,FL_109,Compromise1|Election1|Voter1,MoralizedIdentity|FL_111,,,Voter1|Voter1Fair|Voter1GovParty|Voter1Sup|Voter1Dem|Voter1Party,Election1N|Election1Party|Election1Dem|ATTN|Election1GovParty|Election1Fair|Election1Sup,Compromise1|Compromise1Party|Compromise1Sup|Compromise1Fair|Compromise1Dem|Compromis1GovParty,MC_Abortion|MC_LIP|MC_Education|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:04,1/11/24 12:10,0,100,337,1,1/11/24 12:10,1,1,48,1,,1,,4,2,,,-3,,1,-2,,,0,2,0,0,0,-1,-1,-1,1,1,3,0,-1,-1,-1,0,2,5,7,6,9,8,3,10,1,4,4|1|9|2|8|10|6|7|5|3,0,0,2,,0,,,,,,,,50,50,3,3,3,3,3,1|3|4|2|5,3,3,3,3,3,1|3|2|5|4,,I do not have one.,Democrat,Democrat,Republican,6,,Republican,Democrat,Republican,Dem,Inflation,Free trade agreements,,FL_89,FL_109,Election1|Voter1|Compromise1,MoralizedIdentity|FL_111,,,Voter1N|Voter1Party|Voter1GovParty|Voter1Dem|Voter1Sup|Voter1Fair,Election1|Election1Fair|Election1GovParty|ATTN|Election1Party|Election1Sup|Election1Dem,Compromise1|Compromise1Fair|Compromise1Sup|Compromise1Dem|Compromise1Party|Compromis1GovParty,MC_Environment|MC_LIP|MC_Unemployment|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:03,1/11/24 12:11,0,100,481,1,1/11/24 12:11,0.899999976,1,59,1,,5,,6,2,,,-2,,3,,,-1,2,2,2,-1,-1,-1,-1,-1,1,1,3,2,0,2,0,0,3,6,9,5,2,7,8,10,4,1,5|1|9|4|7|10|3|8|2|6,4,3,,,,3,,,3,,,,40,27,4,4,4,4,4,4|3|5|1|2,4,4,4,4,4,5|3|1|4|2,,Bladerunner,Democrat,Democrat,Republican,1,Republican,Republican,,,Dem,Democracy,Free trade agreements,,FL_84,FL_109,Voter1|Compromise1|Election1,MoralizedIdentity|FL_111,,,Voter1|Voter1Sup|Voter1Party|Voter1Dem|Voter1GovParty|Voter1Fair,Election1|Election1GovParty|Election1Dem|ATTN|Election1Party|Election1Fair|Election1Sup,Compromise1N|Compromise1Dem|Compromise1Party|Compromise1Sup|Compromis1GovParty|Compromise1Fair,MC_Gun|MC_LIP|MC_Immigration|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:04,1/11/24 12:14,0,100,633,1,1/11/24 12:14,0.899999976,1,68,2,,1,,4,2,,,-3,,1,-3,,,-1,-1,-1,-1,-1,-3,-2,-3,1,1,3,-2,-1,-1,0,0,7,3,9,5,2,8,4,10,6,1,4|9|1|2|7|8|3|6|10|5,4,0,,4,2,,,,,,,,80,0,5,5,5,4,4,3|2|4|1|5,5,5,5,5,5,5|1|3|4|2,,The Sting,Democrat,Democrat,Republican,1,Republican,Republican,,,Dem,Democracy,Free trade agreements,,FL_84,FL_109,Compromise1|Voter1|Election1,MoralizedIdentity|FL_111,,,Voter1|Voter1Fair|Voter1Party|Voter1Sup|Voter1GovParty|Voter1Dem,Election1|Election1Dem|Election1Sup|ATTN|Election1GovParty|Election1Fair|Election1Party,Compromise1N|Compromise1Dem|Compromis1GovParty|Compromise1Party|Compromise1Sup|Compromise1Fair,MC_Unemployment|MC_LIP|MC_Abortion|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 11:48,1/11/24 12:15,0,100,1622,1,1/11/24 12:15,1,1,32,1,,1,,5,2,,,-4,,1,-4,,,-2,-1,-2,1,0,-1,-3,-2,1,0,3,0,1,-1,1,1,2,10,7,8,4,6,9,1,3,5,4|9|7|3|5|1|2|8|10|6,2,2,,,,,3,,,,3,,85,60,5,5,5,5,5,3|4|2|5|1,4,3,4,3,4,2|1|3|5|4,,Executioner,Democrat,Democrat,Republican,6,,Republican,Democrat,Republican,MOP,Free trade agreements,Abortion,,FL_89,FL_108,,,FL_121|MoralizedIdentity,Election1|Compromise1|Voter1,Voter1N|Voter1Dem|Voter1Party|Voter1Fair|Voter1GovParty|Voter1Sup,Election1|Election1Sup|Election1Party|ATTN|Election1Dem|Election1GovParty|Election1Fair,Compromise1|Compromis1GovParty|Compromise1Dem|Compromise1Sup|Compromise1Party|Compromise1Fair,MC_Healthcare|MC_LIP|MC_Inflation|MC_MIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 12:06,1/11/24 12:16,0,100,591,1,1/11/24 12:16,0.899999976,1,60,2,,1,,6,2,,,-4,,1,-3,,,-3,-3,-3,1,1,-3,-3,-3,1,1,3,0,0,0,-1,0,4,5,9,7,1,2,3,10,8,6,8|4|6|2|7|10|1|9|3|5,4,2,2,4,,,,,,,,,83,13,5,5,5,4,5,4|5|2|3|1,5,5,5,5,4,5|3|2|4|1,"When a governor vetoes something, as with a POTUS, it is not a singular issue which caused the veto. Sometimes in politics people try to make an issue about one thing - it is not. ",Johnny Stechino,Democrat,Democrat,Republican,6,,Republican,Democrat,Republican,MOP,Health care,Free trade agreements,,FL_89,FL_108,,,FL_121|MoralizedIdentity,Election1|Compromise1|Voter1,Voter1N|Voter1Dem|Voter1Party|Voter1GovParty|Voter1Fair|Voter1Sup,Election1|Election1Fair|Election1Sup|ATTN|Election1Dem|Election1Party|Election1GovParty,Compromise1|Compromis1GovParty|Compromise1Dem|Compromise1Sup|Compromise1Party|Compromise1Fair,MC_Abortion|MC_MIP|MC_Environment|MC_LIP,FeelingTherm|Meta_Outgroup |Meta_Ingroup 
1/11/24 12:12,1/11/24 12:16,0,100,234,1,1/11/24 12:16,1,1,28,2,,5,,5,2,,,-3,,1,-3,,,-3,-3,-3,1,1,0,-2,-2,0,0,3,0,0,0,-1,-1,8,1,7,9,2,5,4,10,3,6,9|1|3|8|5|7|6|10|4|2,4,1,3,,,,,,,,,2,60,0,3,2,2,3,2,4|3|5|1|2,3,3,2,4,3,1|2|4|3|5,,saltburn,Democrat,Democrat,Republican,3,Democrat,,Democrat,Republican,Dem,Abortion,Free trade agreements,,FL_86,FL_109,Voter1|Election1|Compromise1,FL_111|MoralizedIdentity,,,Voter1|Voter1Fair|Voter1Party|Voter1Sup|Voter1Dem|Voter1GovParty,Election1N|Election1Dem|Election1Party|ATTN|Election1Fair|Election1GovParty|Election1Sup,Compromise1|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromis1GovParty,MC_Environment|MC_LIP|MC_Democracy|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:11,1/11/24 12:16,0,100,323,1,1/11/24 12:17,0.899999976,1,69,2,,1,,6,2,,,-4,,1,-3,,,-3,-3,-3,0,0,-3,-3,-3,0,0,3,0,-3,0,1,-1,4,3,9,6,5,7,2,10,8,1,3|6|7|8|9|10|5|1|2|4,4,1,,4,,,,,4,,,,85,1,5,5,5,4,4,1|4|5|3|2,4,2,2,4,4,5|4|2|1|3,,Rose,Democrat,Democrat,Republican,2,Republican,,Republican,Democrat,Dem,Democracy,Free trade agreements,,FL_85,FL_109,Compromise1|Voter1|Election1,FL_111|MoralizedIdentity,,,Voter1|Voter1Dem|Voter1Sup|Voter1Fair|Voter1GovParty|Voter1Party,Election1N|Election1GovParty|Election1Fair|ATTN|Election1Sup|Election1Dem|Election1Party,Compromise1|Compromise1Party|Compromise1Dem|Compromise1Fair|Compromis1GovParty|Compromise1Sup,MC_Abortion|MC_MIP|MC_Gun|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 12:09,1/11/24 12:18,0,100,534,1,1/11/24 12:18,1,1,47,2,,2,,5,2,,,-3,,1,-4,,,-3,-3,-3,1,1,-2,-3,-2,1,1,3,-1,-1,-1,-1,0,7,5,8,9,1,4,2,10,3,6,10|3|4|7|5|2|9|8|6|1,4,2,,4,,,,3,,,,,65,2,3,3,3,3,4,5|2|3|1|4,4,3,2,4,3,3|4|5|1|2,No,The Color Purple,Democrat,Democrat,Republican,3,Democrat,,Democrat,Republican,MOP,Health care,Free trade agreements,,FL_86,FL_108,,,FL_121|MoralizedIdentity,Compromise1|Voter1|Election1,Voter1|Voter1Sup|Voter1GovParty|Voter1Party|Voter1Dem|Voter1Fair,Election1N|Election1Fair|Election1Sup|ATTN|Election1Party|Election1GovParty|Election1Dem,Compromise1|Compromise1Dem|Compromise1Fair|Compromise1Sup|Compromise1Party|Compromis1GovParty,MC_Abortion|MC_MIP|MC_Education|MC_LIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
1/11/24 11:58,1/11/24 12:18,0,100,1203,1,1/11/24 12:18,1,1,39,2,,1,,5,2,,,-3,,1,-3,,,0,-1,0,0,0,-3,-3,-3,1,1,3,-3,-2,-2,-1,1,4,2,9,3,1,7,6,10,5,8,5|10|3|4|1|7|2|8|9|6,2,1,,,1,2,,,,,,,69,54,4,3,3,3,3,5|2|4|1|3,3,2,2,2,2,5|2|4|1|3,none,Oceans 11,Democrat,Democrat,Republican,6,,Republican,Democrat,Republican,Dem,Health care,Free trade agreements,,FL_89,FL_109,Compromise1|Election1|Voter1,MoralizedIdentity|FL_111,,,Voter1N|Voter1Dem|Voter1Party|Voter1GovParty|Voter1Sup|Voter1Fair,Election1|Election1GovParty|Election1Party|ATTN|Election1Sup|Election1Dem|Election1Fair,Compromise1|Compromise1Sup|Compromis1GovParty|Compromise1Party|Compromise1Fair|Compromise1Dem,MC_Unemployment|MC_LIP|MC_Immigration|MC_MIP,FeelingTherm|Meta_Ingroup |Meta_Outgroup 
